,PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Title,Embarked_Q,Embarked_S,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_U
336,1228,2,0,32.0,0,0,13.0,1,0,1,0,0,0,0,0,0,1
337,1229,3,0,39.0,0,2,7.2292,1,0,0,0,0,0,0,0,0,1
338,1230,2,0,25.0,0,0,31.5,1,0,1,0,0,0,0,0,0,1
339,1231,3,0,27.0,0,0,7.2292,4,0,0,0,0,0,0,0,0,1
340,1232,2,0,18.0,0,0,10.5,1,0,1,0,0,0,0,0,0,1
341,1233,3,0,32.0,0,0,7.5792,1,0,1,0,0,0,0,0,0,1
342,1234,3,0,27.0,1,9,69.55,1,0,1,0,0,0,0,0,0,1
343,1235,1,1,58.0,0,1,512.3292,3,0,0,1,0,0,0,0,0,0
344,1236,3,0,27.0,1,1,14.5,4,0,1,0,0,0,0,0,0,1
345,1237,3,1,16.0,0,0,7.65,2,0,1,0,0,0,0,0,0,1
346,1238,2,0,26.0,0,0,13.0,1,0,1,0,0,0,0,0,0,1
347,1239,3,1,38.0,0,0,7.2292,3,0,0,0,0,0,0,0,0,1
348,1240,2,0,24.0,0,0,13.5,1,0,1,0,0,0,0,0,0,1
349,1241,2,1,31.0,0,0,21.0,2,0,1,0,0,0,0,0,0,1
350,1242,1,1,45.0,0,1,63.3583,3,0,0,0,0,1,0,0,0,0
351,1243,2,0,25.0,0,0,10.5,1,0,1,0,0,0,0,0,0,1
352,1244,2,0,18.0,0,0,73.5,1,0,1,0,0,0,0,0,0,1
353,1245,2,0,49.0,1,2,65.0,1,0,1,0,0,0,0,0,0,1
354,1246,3,1,0.17,1,2,20.575,2,0,1,0,0,0,0,0,0,1
355,1247,1,0,50.0,0,0,26.0,1,0,1,0,0,0,1,0,0,0
356,1248,1,1,59.0,2,0,51.4792,3,0,1,0,1,0,0,0,0,0
357,1249,3,0,27.0,0,0,7.8792,1,0,1,0,0,0,0,0,0,1
358,1250,3,0,27.0,0,0,7.75,1,1,0,0,0,0,0,0,0,1
359,1251,3,1,30.0,1,0,15.55,3,0,1,0,0,0,0,0,0,1
360,1252,3,0,14.5,8,2,69.55,4,0,1,0,0,0,0,0,0,1
361,1253,2,1,24.0,1,1,37.0042,3,0,0,0,0,0,0,0,0,1
362,1254,2,1,31.0,0,0,21.0,3,0,1,0,0,0,0,0,0,1
363,1255,3,0,27.0,0,0,8.6625,1,0,1,0,0,0,0,0,0,1
364,1256,1,1,25.0,1,0,55.4417,3,0,0,0,0,0,1,0,0,0
365,1257,3,1,27.0,1,9,69.55,3,0,1,0,0,0,0,0,0,1
366,1258,3,0,27.0,1,0,14.4583,1,0,0,0,0,0,0,0,0,1
367,1259,3,1,22.0,0,0,39.6875,2,0,1,0,0,0,0,0,0,1
368,1260,1,1,45.0,0,1,59.4,3,0,0,0,0,0,0,0,0,1
369,1261,2,0,29.0,0,0,13.8583,1,0,0,0,0,0,0,0,0,1
370,1262,2,0,21.0,1,0,11.5,1,0,1,0,0,0,0,0,0,1
371,1263,1,1,31.0,0,0,134.5,2,0,0,0,0,0,1,0,0,0
372,1264,1,0,49.0,0,0,0.0,1,0,1,1,0,0,0,0,0,0
373,1265,2,0,44.0,0,0,13.0,1,0,1,0,0,0,0,0,0,1
374,1266,1,1,54.0,1,1,81.8583,3,0,1,0,0,0,0,0,0,0
375,1267,1,1,45.0,0,0,262.375,2,0,0,0,0,0,0,0,0,1
376,1268,3,1,22.0,2,0,8.6625,2,0,1,0,0,0,0,0,0,1
377,1269,2,0,21.0,0,0,11.5,1,0,1,0,0,0,0,0,0,1
378,1270,1,0,55.0,0,0,50.0,1,0,1,0,1,0,0,0,0,0
379,1271,3,0,5.0,4,2,31.3875,4,0,1,0,0,0,0,0,0,1
380,1272,3,0,27.0,0,0,7.75,1,1,0,0,0,0,0,0,0,1
381,1273,3,0,26.0,0,0,7.8792,1,1,0,0,0,0,0,0,0,1
382,1274,3,1,27.0,0,0,14.5,3,0,1,0,0,0,0,0,0,1
383,1275,3,1,19.0,1,0,16.1,3,0,1,0,0,0,0,0,0,1
384,1276,2,0,27.0,0,0,12.875,1,0,1,0,0,0,0,0,0,1
385,1277,2,1,24.0,1,2,65.0,2,0,1,0,0,0,0,0,0,1
386,1278,3,0,24.0,0,0,7.775,1,0,1,0,0,0,0,0,0,1
387,1279,2,0,57.0,0,0,13.0,1,0,1,0,0,0,0,0,0,1
388,1280,3,0,21.0,0,0,7.75,1,1,0,0,0,0,0,0,0,1
389,1281,3,0,6.0,3,1,21.075,4,0,1,0,0,0,0,0,0,1
390,1282,1,0,23.0,0,0,93.5,1,0,1,1,0,0,0,0,0,0
391,1283,1,1,51.0,0,1,39.4,3,0,1,0,0,1,0,0,0,0
392,1284,3,0,13.0,0,2,20.25,4,0,1,0,0,0,0,0,0,1
393,1285,2,0,47.0,0,0,10.5,1,0,1,0,0,0,0,0,0,1
394,1286,3,0,29.0,3,1,22.025,1,0,1,0,0,0,0,0,0,1
395,1287,1,1,18.0,1,0,60.0,3,0,1,0,1,0,0,0,0,0
396,1288,3,0,24.0,0,0,7.25,1,1,0,0,0,0,0,0,0,1
397,1289,1,1,48.0,1,1,79.2,3,0,0,1,0,0,0,0,0,0
398,1290,3,0,22.0,0,0,7.775,1,0,1,0,0,0,0,0,0,1
399,1291,3,0,31.0,0,0,7.7333,1,1,0,0,0,0,0,0,0,1
400,1292,1,1,30.0,0,0,164.8667,2,0,1,0,1,0,0,0,0,0
401,1293,2,0,38.0,1,0,21.0,1,0,1,0,0,0,0,0,0,1
402,1294,1,1,22.0,0,1,59.4,2,0,0,0,0,0,0,0,0,1
403,1295,1,0,17.0,0,0,47.1,1,0,1,0,0,0,0,0,0,1
404,1296,1,0,43.0,1,0,27.7208,1,0,0,0,0,1,0,0,0,0
405,1297,2,0,20.0,0,0,13.8625,1,0,0,0,0,1,0,0,0,0
406,1298,2,0,23.0,1,0,10.5,1,0,1,0,0,0,0,0,0,1
407,1299,1,0,50.0,1,1,211.5,1,0,0,0,1,0,0,0,0,0
408,1300,3,1,27.0,0,0,7.7208,2,1,0,0,0,0,0,0,0,1
409,1301,3,1,3.0,1,1,13.775,2,0,1,0,0,0,0,0,0,1
410,1302,3,1,27.0,0,0,7.75,2,1,0,0,0,0,0,0,0,1
411,1303,1,1,37.0,1,0,90.0,3,1,0,0,1,0,0,0,0,0
412,1304,3,1,28.0,0,0,7.775,2,0,1,0,0,0,0,0,0,1
413,1305,3,0,27.0,0,0,8.05,1,0,1,0,0,0,0,0,0,1
414,1306,1,1,39.0,0,0,108.9,0,0,0,0,1,0,0,0,0,0
415,1307,3,0,38.5,0,0,7.25,1,0,1,0,0,0,0,0,0,1
416,1308,3,0,27.0,0,0,8.05,1,0,1,0,0,0,0,0,0,1
417,1309,3,0,27.0,1,1,22.3583,4,0,0,0,0,0,0,0,0,1
