PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Title,Embarked_Q,Embarked_S,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_U
1245,2,0,49.0,1,2,65.0,1,0,1,0,0,0,0,0,0,1
1246,3,1,0.17,1,2,20.575,2,0,1,0,0,0,0,0,0,1
1247,1,0,50.0,0,0,26.0,1,0,1,0,0,0,1,0,0,0
1248,1,1,59.0,2,0,51.4792,3,0,1,0,1,0,0,0,0,0
1249,3,0,27.0,0,0,7.8792,1,0,1,0,0,0,0,0,0,1
1250,3,0,27.0,0,0,7.75,1,1,0,0,0,0,0,0,0,1
1251,3,1,30.0,1,0,15.55,3,0,1,0,0,0,0,0,0,1
1252,3,0,14.5,8,2,69.55,4,0,1,0,0,0,0,0,0,1
1253,2,1,24.0,1,1,37.0042,3,0,0,0,0,0,0,0,0,1
1254,2,1,31.0,0,0,21.0,3,0,1,0,0,0,0,0,0,1
1255,3,0,27.0,0,0,8.6625,1,0,1,0,0,0,0,0,0,1
1256,1,1,25.0,1,0,55.4417,3,0,0,0,0,0,1,0,0,0
1257,3,1,27.0,1,9,69.55,3,0,1,0,0,0,0,0,0,1
1258,3,0,27.0,1,0,14.4583,1,0,0,0,0,0,0,0,0,1
1259,3,1,22.0,0,0,39.6875,2,0,1,0,0,0,0,0,0,1
1260,1,1,45.0,0,1,59.4,3,0,0,0,0,0,0,0,0,1
1261,2,0,29.0,0,0,13.8583,1,0,0,0,0,0,0,0,0,1
1262,2,0,21.0,1,0,11.5,1,0,1,0,0,0,0,0,0,1
1263,1,1,31.0,0,0,134.5,2,0,0,0,0,0,1,0,0,0
1264,1,0,49.0,0,0,0.0,1,0,1,1,0,0,0,0,0,0
1265,2,0,44.0,0,0,13.0,1,0,1,0,0,0,0,0,0,1
1266,1,1,54.0,1,1,81.8583,3,0,1,0,0,0,0,0,0,0
1267,1,1,45.0,0,0,262.375,2,0,0,0,0,0,0,0,0,1
1268,3,1,22.0,2,0,8.6625,2,0,1,0,0,0,0,0,0,1
1269,2,0,21.0,0,0,11.5,1,0,1,0,0,0,0,0,0,1
1270,1,0,55.0,0,0,50.0,1,0,1,0,1,0,0,0,0,0
1271,3,0,5.0,4,2,31.3875,4,0,1,0,0,0,0,0,0,1
1272,3,0,27.0,0,0,7.75,1,1,0,0,0,0,0,0,0,1
1273,3,0,26.0,0,0,7.8792,1,1,0,0,0,0,0,0,0,1
1274,3,1,27.0,0,0,14.5,3,0,1,0,0,0,0,0,0,1
1275,3,1,19.0,1,0,16.1,3,0,1,0,0,0,0,0,0,1
1276,2,0,27.0,0,0,12.875,1,0,1,0,0,0,0,0,0,1
1277,2,1,24.0,1,2,65.0,2,0,1,0,0,0,0,0,0,1
1278,3,0,24.0,0,0,7.775,1,0,1,0,0,0,0,0,0,1
1279,2,0,57.0,0,0,13.0,1,0,1,0,0,0,0,0,0,1
1280,3,0,21.0,0,0,7.75,1,1,0,0,0,0,0,0,0,1
1281,3,0,6.0,3,1,21.075,4,0,1,0,0,0,0,0,0,1
1282,1,0,23.0,0,0,93.5,1,0,1,1,0,0,0,0,0,0
1283,1,1,51.0,0,1,39.4,3,0,1,0,0,1,0,0,0,0
1284,3,0,13.0,0,2,20.25,4,0,1,0,0,0,0,0,0,1
1285,2,0,47.0,0,0,10.5,1,0,1,0,0,0,0,0,0,1
1286,3,0,29.0,3,1,22.025,1,0,1,0,0,0,0,0,0,1
1287,1,1,18.0,1,0,60.0,3,0,1,0,1,0,0,0,0,0
1288,3,0,24.0,0,0,7.25,1,1,0,0,0,0,0,0,0,1
1289,1,1,48.0,1,1,79.2,3,0,0,1,0,0,0,0,0,0
1290,3,0,22.0,0,0,7.775,1,0,1,0,0,0,0,0,0,1
1291,3,0,31.0,0,0,7.7333,1,1,0,0,0,0,0,0,0,1
1292,1,1,30.0,0,0,164.8667,2,0,1,0,1,0,0,0,0,0
1293,2,0,38.0,1,0,21.0,1,0,1,0,0,0,0,0,0,1
1294,1,1,22.0,0,1,59.4,2,0,0,0,0,0,0,0,0,1
1295,1,0,17.0,0,0,47.1,1,0,1,0,0,0,0,0,0,1
1296,1,0,43.0,1,0,27.7208,1,0,0,0,0,1,0,0,0,0
1297,2,0,20.0,0,0,13.8625,1,0,0,0,0,1,0,0,0,0
1298,2,0,23.0,1,0,10.5,1,0,1,0,0,0,0,0,0,1
1299,1,0,50.0,1,1,211.5,1,0,0,0,1,0,0,0,0,0
1300,3,1,27.0,0,0,7.7208,2,1,0,0,0,0,0,0,0,1
1301,3,1,3.0,1,1,13.775,2,0,1,0,0,0,0,0,0,1
1302,3,1,27.0,0,0,7.75,2,1,0,0,0,0,0,0,0,1
1303,1,1,37.0,1,0,90.0,3,1,0,0,1,0,0,0,0,0
1304,3,1,28.0,0,0,7.775,2,0,1,0,0,0,0,0,0,1
1305,3,0,27.0,0,0,8.05,1,0,1,0,0,0,0,0,0,1
1306,1,1,39.0,0,0,108.9,0,0,0,0,1,0,0,0,0,0
1307,3,0,38.5,0,0,7.25,1,0,1,0,0,0,0,0,0,1
1308,3,0,27.0,0,0,8.05,1,0,1,0,0,0,0,0,0,1
1309,3,0,27.0,1,1,22.3583,4,0,0,0,0,0,0,0,0,1
